URL,Status Code
https://nypost.com/opinion/,200
https://nypost.com/horoscope/aries-09-06-2018/,200
https://nypost.com/2018/09/06/ford-recalls-two-million-f-150-pickups-over-seat-belt-issue/,200
https://nypost.com/2018/06/22/alleged-bike-path-terrorist-tells-court-only-allah-can-judge-him/,200
https://nypost.com/2018/09/06/what-would-it-take-to-trade-for-mike-trout-not-enough/,200
https://nypost.com/2018/09/06/planets-deadliest-spider-among-insects-stolen-from-museum/,200
https://nypost.com/2018/09/06/inside-putins-secret-spy-killing-commando-unit/,200
https://nypost.com/2018/09/06/joe-girardi-diagnoses-yankees-growing-gary-sanchez-problem/amp/,200
https://nypost.com/2018/09/06/apple-exec-reportedly-fell-asleep-during-siri-meetings/,200
https://nypost.com/2018/09/05/how-gop-tax-cuts-may-hurt-the-us-down-the-line/,200
https://nypost.com/2018/09/06/good-samaritan-rescues-woman-about-to-be-raped-in-brooklyn-alley/,200
https://nypost.com/2018/09/05/democrats-mental-breakdown-over-kavanaugh/,200
https://nypost.com/2018/09/06/twitter-permanently-bans-alex-jones/,200
https://nypost.com/2018/09/06/nycha-supervisor-suspended-over-alleged-orgies/,200
https://nypost.com/entertainment/,200
https://nypost.com/tag/donald-trump/,200
https://nypost.com/2018/09/06/cynthia-nixon-talks-trump-cuomo-during-late-night-appearance/,200
https://nypost.com/2018/09/06/clint-fraziers-season-is-over/,200
https://nypost.com/author/greg-joyce/,200
https://nypost.com/customer-service/,200
https://nypost.com/home-delivery/,200
https://nypost.com/2018/09/05/renters-should-avoid-these-areas-with-failing-grades/,200
https://nypost.com/2018/06/20/alleged-bike-path-terrorist-faces-additional-murder-charges/,200
https://nypost.com/cover/covers-for-september-4-2018/,200
https://nypost.com/tag/gary-sanchez/,200
https://nypost.com/horoscope/aquarius-09-06-2018/,200
https://nypost.com/covers/,200
https://nypost.com/tag/economy/,200
https://nypost.com/horoscope/leo-09-06-2018/,200
https://nypost.com/2018/09/06/damage-after-big-earthquake-hits-japan/slide-1/,200
https://nypost.com/privacy/,200
https://nypost.com/2018/09/06/drug-cartels-are-murdering-their-way-into-mexicos-gas-industry/,200
https://nypost.com/tag/sayfullo-saipov/,200
https://nypost.com/tag/unemployment/,200
https://nypost.com/,200
https://nypost.com/2018/09/06/giants-will-find-out-about-nasty-rookie-guard-immediately/,200
https://nypost.com/2018/09/03/evidence-tesla-may-be-struggling-to-meet-production-goals/,200
https://nypost.com/2018/09/06/dismembered-woman-found-in-landfill-idd-by-dental-records/,200
https://nypost.com/rssfeeds/,200
https://nypost.com/cover/covers-for-september-3-2018/,200
https://nypost.com/2018/09/06/aaron-judge-passes-another-test-in-rehab-process/,200
https://nypost.com/video/safari-still-letting-lions-into-cars-weeks-after-woman-was-attacked/,200
https://nypost.com/2018/09/06/tiki-barber-plots-ambitious-next-broadcasting-phase/,200
https://nypost.com/2018/09/06/apocalypse-fearing-billionaires-are-shipping-bunkers-to-new-zealand/,200
https://nypost.com/photos/,200
https://nypost.com/2018/08/24/graduates-spent-7-5-billion-on-education-that-failed-to-deliver/,200
https://nypost.com/tag/nike/,200
